emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,angle_pitch,angle_roll,angle_yaw
127,128,128,127,127,127,127,128,43,129,204,127,127,127,127,92,127
127,127,128,127,127,126,127,128,43,129,204,127,127,127,127,92,127
127,128,128,127,127,126,127,128,43,129,204,127,127,127,127,92,127
127,128,128,127,127,126,127,128,43,129,204,127,127,127,127,92,127
127,128,128,127,127,127,127,127,43,129,204,127,127,127,127,92,127
127,128,128,127,127,127,127,127,43,129,204,127,127,127,127,92,127
127,127,128,127,127,127,127,127,43,129,204,127,127,127,127,92,127
127,127,128,127,127,127,127,127,43,129,204,127,127,127,127,92,127
126,127,127,127,127,127,127,127,43,129,204,127,127,127,127,92,127
126,127,127,127,127,127,127,127,43,129,204,127,127,127,127,92,127
127,128,128,127,127,126,127,128,43,129,204,127,127,127,127,92,127
127,128,128,127,127,126,126,128,43,129,204,127,127,127,127,92,127
127,128,128,127,127,126,126,128,43,129,204,127,127,127,127,92,127
127,128,128,127,127,126,126,128,43,129,204,127,127,127,127,92,127
127,128,128,127,127,126,126,128,43,129,204,127,127,127,127,92,127
127,128,128,127,127,126,126,128,43,129,204,127,127,127,127,92,127
127,128,128,127,127,126,126,127,43,129,204,127,127,127,127,92,127
127,128,128,127,127,127,127,127,43,129,204,127,127,127,127,92,127
126,128,128,127,127,127,127,127,43,129,204,127,127,127,127,92,127
127,128,128,127,127,126,127,128,43,129,204,127,127,127,127,92,127
127,128,128,127,127,127,126,128,43,129,204,127,127,127,127,92,127
127,128,128,127,127,127,126,128,43,129,204,127,127,127,127,92,127
127,128,128,127,127,127,126,128,43,129,204,127,127,127,127,92,127
127,128,128,127,127,127,126,128,43,129,204,127,127,127,127,92,127
127,128,128,127,127,127,126,128,43,129,204,127,127,127,127,92,127
127,127,127,127,127,127,126,128,43,129,204,127,127,127,127,92,127
127,127,127,127,126,126,126,127,43,129,204,127,127,127,127,92,127
126,127,127,127,126,126,126,127,43,129,204,127,127,127,127,92,127
127,128,128,127,127,127,126,128,43,129,204,127,127,127,127,92,127
127,128,128,127,126,127,126,127,43,129,204,127,127,127,127,92,127
127,128,128,127,127,127,126,128,43,129,204,127,127,127,127,92,127
127,128,128,127,127,127,126,128,43,129,204,127,127,127,127,92,127
127,128,128,127,127,127,126,128,43,129,204,127,127,127,127,92,127
127,128,127,127,127,127,126,128,43,129,204,127,127,127,127,92,127
127,127,127,127,127,127,127,128,43,129,204,127,127,127,127,92,127
126,127,127,127,127,127,127,127,43,129,204,127,127,127,127,92,127
126,127,127,127,127,127,127,127,43,129,204,127,127,127,127,92,127
127,128,128,127,127,126,126,127,43,129,204,127,127,127,127,92,127
127,128,128,127,127,127,126,127,43,129,204,127,127,127,127,92,127
127,128,128,127,127,127,126,127,43,129,204,127,127,127,127,92,127
127,128,128,127,126,127,127,128,43,129,204,127,127,127,127,92,127
127,128,128,127,126,127,127,128,43,129,204,127,127,127,127,92,127
127,128,128,127,126,127,127,128,43,129,204,127,127,127,127,92,127
127,127,128,127,126,127,127,128,43,129,204,127,127,127,127,92,127
126,127,127,127,126,127,126,128,43,129,204,127,127,127,127,92,127
126,127,127,127,126,127,127,128,43,129,204,127,127,127,127,92,127
127,128,128,127,126,127,126,128,43,129,204,127,127,127,127,92,127
127,128,128,127,126,127,126,127,43,129,204,127,127,127,127,92,127
127,128,128,127,126,127,127,127,43,129,204,127,127,127,127,92,127
127,128,128,127,126,127,127,128,43,129,204,127,127,127,127,92,127
127,128,128,127,127,126,126,128,43,129,204,127,127,127,127,92,127
127,128,128,127,127,126,126,128,43,129,204,127,127,127,127,92,127
127,128,128,127,127,126,126,128,43,129,204,127,127,127,127,92,127
127,127,128,127,127,126,126,128,43,129,204,127,127,127,127,92,127
127,127,128,127,127,126,126,128,43,129,204,127,127,127,127,92,127
127,128,128,127,127,127,127,128,43,129,204,127,127,127,127,92,127
127,128,128,127,127,127,126,128,43,129,204,127,127,127,127,92,127
127,128,128,127,127,127,127,128,43,129,204,127,127,127,127,92,127
127,128,128,127,127,127,127,128,43,129,204,127,127,127,127,92,127
