emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,angle_pitch,angle_roll,angle_yaw
129,128,128,127,127,128,129,129,173,136,252,127,127,127,127,120,162
129,127,128,127,127,128,128,129,173,136,252,127,127,127,127,120,162
129,127,128,127,127,128,128,129,173,136,252,127,127,127,127,120,162
128,128,128,127,126,128,131,129,173,136,252,127,127,127,127,120,162
128,128,128,127,127,128,132,130,173,136,252,127,127,127,127,120,162
128,128,128,127,127,128,128,129,173,136,252,127,127,127,127,120,162
128,127,128,126,127,128,128,129,173,136,252,127,127,127,127,120,162
128,127,128,126,127,128,128,129,173,136,252,127,127,127,127,120,162
128,127,128,126,127,128,128,129,173,136,252,127,127,127,127,120,162
128,127,128,126,127,128,128,129,173,136,252,127,127,127,127,120,162
128,127,128,126,127,128,128,129,173,136,252,127,127,127,127,120,162
128,127,127,126,127,127,128,129,173,136,252,127,127,127,127,120,162
128,128,128,127,127,128,127,129,173,136,252,127,127,127,127,120,162
128,128,128,127,127,128,127,129,173,136,252,127,127,127,127,120,162
128,127,128,127,127,128,128,129,173,136,252,127,127,127,127,120,162
129,128,127,127,127,128,129,130,172,136,252,127,127,127,127,120,162
129,128,127,127,127,128,128,130,172,136,252,127,127,127,127,120,162
129,128,127,127,127,128,128,130,172,136,252,127,127,127,127,120,162
129,128,127,127,127,127,128,130,172,136,252,127,127,127,127,120,162
129,128,127,127,126,127,128,130,172,136,252,127,127,127,127,120,162
129,128,127,127,126,127,128,129,172,136,252,127,127,127,127,120,162
128,128,127,127,127,128,128,130,172,136,252,127,127,127,127,120,162
129,128,127,127,127,128,129,130,172,136,252,127,127,127,127,120,162
129,128,127,127,127,128,129,130,172,136,252,127,127,127,127,120,162
129,128,127,127,127,128,129,130,172,136,252,127,127,127,127,120,162
129,128,128,127,128,129,129,130,172,136,252,127,127,127,127,120,162
129,128,128,127,128,128,129,130,172,136,252,127,127,127,127,120,162
129,128,128,127,128,128,129,130,172,136,252,127,127,127,127,120,162
129,128,128,127,128,128,129,130,172,136,252,127,127,127,127,120,162
128,128,128,127,128,128,129,130,172,136,252,127,127,127,127,120,162
128,128,128,127,127,127,128,130,172,136,252,127,127,127,127,120,162
129,128,128,127,128,127,128,130,172,136,252,127,127,127,127,120,162
129,128,128,127,128,128,128,130,172,136,252,127,127,127,127,120,162
129,128,128,127,128,128,129,130,172,136,252,127,127,127,127,120,162
129,128,128,127,128,128,129,130,172,136,252,127,127,127,127,120,162
128,127,128,128,127,127,127,129,172,136,252,127,127,127,127,120,162
128,127,128,128,127,127,127,129,172,136,252,127,127,127,127,120,162
128,127,128,128,127,127,127,129,172,136,252,127,127,127,127,120,162
128,127,128,128,127,127,127,129,172,136,252,127,127,127,127,120,162
128,127,127,127,127,127,127,129,172,136,252,127,127,127,127,120,162
128,127,127,127,127,127,127,129,172,136,252,127,127,127,127,120,162
128,127,127,127,127,127,128,129,172,136,252,127,127,127,127,120,162
128,127,127,127,127,127,128,129,172,136,252,127,127,127,127,120,162
128,127,127,127,127,127,128,129,172,136,252,127,127,127,127,120,162
128,127,128,127,127,127,128,129,172,136,252,127,127,127,127,120,162
129,128,128,128,126,126,127,130,172,136,252,127,127,127,127,120,162
129,128,128,128,126,126,127,129,172,136,252,127,127,127,127,120,162
129,128,128,128,127,126,126,129,172,136,252,127,127,127,127,120,162
129,128,128,128,127,126,126,129,172,136,252,127,127,127,127,120,162
129,128,128,127,126,127,129,130,172,136,252,127,127,127,127,120,162
129,128,128,127,126,127,129,130,172,136,252,127,127,127,127,120,162
129,128,128,127,126,127,129,130,172,136,252,127,127,127,127,120,162
129,128,128,127,126,127,128,130,172,136,252,127,127,127,127,120,162
129,128,128,127,126,127,128,130,172,136,252,127,127,127,127,120,162
129,128,128,127,126,126,128,130,172,136,252,127,127,127,127,120,162
128,128,128,127,127,129,130,130,172,136,252,127,127,127,127,120,162
128,128,128,127,127,129,130,129,172,136,252,127,127,127,127,120,162
128,128,128,127,127,129,130,129,172,136,252,127,127,127,127,120,162
128,128,128,127,127,127,128,129,172,136,252,127,127,127,127,120,162
128,128,128,127,127,127,128,130,172,136,252,127,127,127,127,120,162
128,128,128,127,127,127,128,130,172,136,252,127,127,127,127,120,162
128,128,128,127,127,127,128,129,172,136,252,127,127,127,127,120,162
128,128,128,127,127,127,128,130,172,136,252,127,127,127,127,120,162
128,128,128,127,127,128,129,130,172,136,252,127,127,127,127,120,162
128,128,128,127,127,128,129,129,172,136,252,127,127,127,127,120,162
129,127,128,128,126,126,128,129,172,136,252,127,127,127,127,120,162
128,127,128,127,126,126,128,130,172,136,252,127,127,127,127,120,162
128,127,128,127,126,126,128,129,172,136,252,127,127,127,127,120,162
128,127,128,127,126,126,127,129,172,136,252,127,127,127,127,120,162
129,127,128,127,126,125,127,129,172,136,252,127,127,127,127,120,162
128,127,128,127,126,126,128,130,172,136,252,127,127,127,127,120,162
129,127,128,127,126,126,128,130,172,136,252,127,127,127,127,120,162
129,128,128,128,126,126,127,130,172,136,252,127,127,127,127,120,162
129,127,128,128,126,126,127,130,172,136,252,127,127,127,127,120,162
129,127,128,127,126,126,128,130,172,136,252,127,127,127,127,120,162
129,127,128,127,127,128,127,129,172,136,252,127,127,127,127,120,162
129,127,128,128,127,127,127,129,172,136,252,127,127,127,127,120,162
129,127,128,127,127,127,127,129,172,136,252,127,127,127,127,120,162
129,127,128,127,127,127,127,130,172,136,252,127,127,127,127,120,162
129,127,128,127,127,127,127,130,172,136,252,127,127,127,127,120,162
129,127,128,127,127,127,127,130,172,136,252,127,127,127,127,120,162
129,127,128,127,127,127,127,130,172,136,252,127,127,127,127,120,162
129,127,128,127,127,127,127,129,172,136,252,127,127,127,127,120,162
129,127,128,127,127,127,127,129,172,136,252,127,127,127,127,120,162
129,127,128,127,127,128,127,129,172,136,252,127,127,127,127,120,162
128,127,127,126,127,128,129,129,172,136,252,127,127,127,127,120,162
129,127,127,126,127,128,129,129,172,136,252,127,127,127,127,120,162
129,127,128,126,127,128,129,130,172,136,252,127,127,127,127,120,162
129,128,127,126,127,128,129,129,172,136,252,127,127,127,127,120,162
129,128,128,126,127,127,129,129,172,136,252,127,127,127,127,120,162
129,128,128,127,127,127,129,129,172,136,252,127,127,127,127,120,162
129,128,128,127,127,127,129,129,172,136,252,127,127,127,127,120,162
129,128,128,127,127,127,129,129,172,136,252,127,127,127,127,120,162
129,128,128,127,127,127,129,129,172,136,252,127,127,127,127,120,162
129,128,128,127,127,127,129,129,172,136,252,127,127,127,127,120,162
128,128,128,127,127,127,128,129,172,136,252,127,127,127,127,120,162
129,128,128,127,127,127,128,129,172,136,252,127,127,127,127,120,162
129,128,128,127,127,127,127,129,172,136,252,127,127,127,127,120,162
129,128,128,127,127,127,127,129,172,136,252,127,127,127,127,120,162
129,128,128,127,127,126,127,129,172,136,252,127,127,127,127,120,162
129,128,128,127,127,126,127,129,172,136,252,127,127,127,127,120,162
129,128,128,127,127,126,127,129,172,136,252,127,127,127,127,120,162
129,128,128,127,127,126,127,129,172,136,252,127,127,127,127,120,162
129,128,128,127,127,126,127,129,172,136,252,127,127,127,127,120,162
128,128,128,127,127,127,128,129,172,136,252,127,127,127,127,120,162
129,128,128,127,126,126,127,129,172,136,252,127,127,127,127,120,162
129,128,128,127,126,126,127,129,172,136,252,127,127,127,127,120,162
129,128,128,127,126,126,127,129,172,136,252,127,127,127,127,120,162
129,128,128,127,126,126,127,129,172,136,252,127,127,127,127,120,162
129,128,128,127,126,126,127,129,172,136,252,127,127,127,127,120,162
129,128,128,128,126,126,127,129,172,136,252,127,127,127,127,120,162
129,128,128,127,126,127,127,129,172,136,252,127,127,127,127,120,162
128,128,128,127,126,127,127,129,172,136,252,127,127,127,127,120,162
128,128,127,127,126,126,127,129,172,136,252,127,127,127,127,120,162
128,128,128,127,126,126,127,129,172,136,252,127,127,127,127,120,162
128,127,127,127,127,127,129,129,172,136,252,127,127,127,127,120,162
129,127,127,127,127,127,129,129,172,136,252,127,127,127,127,120,162
129,127,127,127,127,127,129,129,172,136,252,127,127,127,127,120,162
129,128,128,127,127,128,129,129,172,136,252,127,127,127,127,120,162
129,127,128,127,127,128,129,129,172,136,252,127,127,127,127,120,162
129,127,128,127,127,128,129,129,172,136,252,127,127,127,127,120,162
129,127,128,127,127,128,129,129,172,136,252,127,127,127,127,120,162
128,127,127,127,127,127,128,129,172,136,252,127,127,127,127,120,162
128,127,127,127,127,127,129,129,172,136,252,127,127,127,127,120,162
128,128,127,127,127,127,129,129,172,136,252,127,127,127,127,120,162
129,128,128,127,127,128,129,129,172,136,252,127,127,127,127,120,162
129,128,128,127,127,128,128,129,172,136,252,127,127,127,127,120,162
129,128,128,127,127,127,128,129,172,136,252,127,127,127,127,120,162
129,128,128,127,127,127,128,129,172,136,252,127,127,127,127,120,162
129,128,128,127,127,127,128,129,172,136,252,127,127,127,127,120,162
128,128,128,127,127,127,128,129,172,136,252,127,127,127,127,120,162
128,127,128,127,127,128,130,129,172,136,252,127,127,127,127,120,162
128,127,128,127,127,129,130,129,172,136,252,127,127,127,127,120,162
128,128,128,127,127,128,130,129,172,136,252,127,127,127,127,120,162
128,128,128,127,127,128,129,129,172,136,252,127,127,127,127,120,162
129,128,128,127,127,127,128,129,172,136,252,127,127,127,127,120,162
129,128,128,127,127,127,128,129,172,136,252,127,127,127,127,120,162
129,128,128,127,127,127,128,129,172,136,252,127,127,127,127,120,162
129,128,128,127,127,127,128,128,172,136,252,127,127,127,127,120,162
129,128,128,127,127,127,128,129,172,136,252,127,127,127,127,120,162
128,127,127,127,126,127,128,129,172,136,252,127,127,127,127,120,162
128,128,127,127,126,127,128,129,172,136,252,127,127,127,127,120,162
128,128,128,127,126,127,128,129,172,136,252,127,127,127,127,120,162
129,128,128,127,127,127,128,129,172,136,252,127,127,127,127,120,162
129,128,128,127,127,127,128,129,172,136,252,127,127,127,127,120,162
129,128,128,127,126,127,128,129,172,136,251,127,127,127,127,120,162
129,128,128,127,126,127,128,129,172,136,251,127,127,127,127,120,162
128,128,128,127,126,127,128,129,172,136,251,127,127,127,127,120,162
129,128,128,127,127,127,128,129,172,136,251,127,127,127,127,120,162
128,128,128,127,126,127,128,128,172,136,251,127,127,127,127,120,162
128,128,128,127,126,127,128,128,172,136,251,127,127,127,127,120,162
128,128,128,127,126,127,129,128,172,136,251,127,127,127,127,120,162
128,128,128,127,126,127,129,128,172,136,251,127,127,127,127,120,162
129,128,128,127,126,127,129,128,172,136,251,127,127,127,127,120,162
129,128,128,127,126,127,128,128,172,136,251,127,127,127,127,120,162
129,128,128,127,127,127,128,129,172,136,251,127,127,127,127,120,162
129,128,128,127,127,127,129,130,172,136,251,127,127,127,127,120,162
129,128,128,127,127,127,129,130,172,136,251,127,127,127,127,120,162
129,128,128,127,127,127,129,130,172,136,251,127,127,127,127,120,162
128,128,128,127,127,128,129,128,172,136,251,127,127,127,127,120,162
128,128,128,127,127,127,129,129,172,136,251,127,127,127,127,120,162
129,128,128,127,127,127,129,129,172,136,251,127,127,127,127,120,162
129,128,128,127,127,127,129,129,172,136,251,127,127,127,127,120,162
129,128,128,127,127,127,129,129,172,136,251,127,127,127,127,120,162
129,128,128,127,127,127,129,129,172,136,251,127,127,127,127,120,162
129,128,128,127,126,126,127,129,172,136,251,127,127,127,127,120,162
129,128,128,127,126,126,128,129,172,136,251,127,127,127,127,120,162
129,128,128,127,126,126,127,129,172,136,251,127,127,127,127,120,162
129,128,127,127,127,127,127,128,172,136,251,127,127,127,127,120,162
129,128,127,127,127,127,128,129,172,136,251,127,127,127,127,120,162
129,128,128,127,127,126,128,129,172,136,251,127,127,127,127,120,162
129,128,128,127,127,126,128,129,172,136,251,127,127,127,127,120,162
129,128,128,127,126,126,127,129,172,136,251,127,127,127,127,120,162
129,128,128,127,126,126,127,128,172,136,251,127,127,127,127,120,162
129,128,128,127,126,126,127,129,172,136,251,127,127,127,127,120,162
129,128,128,127,127,127,128,129,172,136,251,127,127,127,127,120,162
129,128,128,127,127,127,128,129,172,136,251,127,127,127,127,120,162
128,127,128,126,126,128,130,128,172,136,251,127,127,127,127,120,162
128,127,128,126,126,128,130,128,172,136,251,127,127,127,127,120,162
128,127,128,127,127,128,129,128,172,136,251,127,127,127,127,120,162
128,127,128,127,127,128,129,128,172,136,251,127,127,127,127,120,162
129,127,128,127,127,127,128,128,172,136,251,127,127,127,127,120,162
129,127,128,127,127,127,128,128,172,136,251,127,127,127,127,120,162
129,127,128,127,127,127,128,128,172,136,251,127,127,127,127,120,162
129,127,128,127,127,127,128,128,172,136,251,127,127,127,127,120,162
129,127,128,127,126,127,128,129,172,136,251,127,127,127,127,120,162
128,127,127,127,126,126,126,128,172,136,251,127,127,127,127,120,162
128,127,127,127,126,126,127,128,172,136,251,127,127,127,127,120,162
128,127,127,127,126,127,128,129,172,136,251,127,127,127,127,120,162
129,127,128,127,126,127,128,129,172,136,251,127,127,127,127,120,162
129,128,128,127,126,127,129,129,172,136,251,127,127,127,127,120,162
129,128,128,127,126,127,129,129,172,136,251,127,127,127,127,120,162
129,128,128,127,126,127,129,129,172,136,251,127,127,127,127,120,162
129,127,128,127,126,127,129,129,172,136,251,127,127,127,127,120,162
129,127,128,127,126,127,129,129,172,136,251,127,127,127,127,120,162
128,127,128,127,126,127,127,128,172,136,251,127,127,127,127,120,162
128,127,128,127,126,127,127,128,172,136,251,127,127,127,127,120,162
128,128,128,127,126,127,128,129,172,136,251,127,127,127,127,120,162
128,128,128,127,126,127,128,129,172,136,251,127,127,127,127,120,162
129,128,128,127,126,127,128,129,172,136,251,127,127,127,127,120,162
129,128,128,127,126,127,127,129,172,136,251,127,127,127,127,120,162
129,128,128,127,126,127,128,129,172,136,251,127,127,127,127,120,162
129,128,128,127,126,127,127,129,172,136,251,127,127,127,127,120,162
129,128,128,127,126,127,128,129,172,136,251,127,127,127,127,120,162
129,128,128,127,126,127,128,129,172,136,251,127,127,127,127,120,162
127,127,128,127,127,127,128,129,172,136,251,127,127,127,127,120,162
127,127,127,127,127,127,128,130,172,136,251,127,127,127,127,120,162
128,128,128,127,127,127,128,130,172,136,251,127,127,127,127,120,162
128,128,128,127,127,128,128,130,172,136,251,127,127,127,127,120,162
128,128,128,127,127,128,128,130,172,136,251,127,127,127,127,120,162
128,128,128,127,127,127,128,130,172,136,251,127,127,127,127,120,162
129,128,128,127,127,128,128,130,172,136,251,127,127,127,127,120,162
129,128,128,127,127,128,128,130,172,136,251,127,127,127,127,120,162
129,128,128,127,127,128,129,130,172,136,251,127,127,127,127,120,162
127,127,127,127,127,127,127,129,172,136,251,127,127,127,127,120,162
128,126,127,127,127,127,129,129,172,136,251,127,127,127,127,120,162
128,126,127,127,127,127,129,129,172,136,251,127,127,127,127,120,162
128,126,127,127,127,127,128,129,172,136,251,127,127,127,127,120,162
128,126,128,127,127,127,128,129,172,136,251,127,127,127,127,120,162
129,127,128,127,127,126,127,129,172,136,251,127,127,127,127,120,162
129,127,128,127,127,126,127,129,172,136,251,127,127,127,127,120,162
129,127,128,127,127,126,127,129,172,136,251,127,127,127,127,120,162
128,127,128,127,127,126,127,129,172,136,251,127,127,127,127,120,162
127,125,127,127,127,128,129,128,172,136,251,127,127,127,127,120,162
127,125,127,127,127,127,129,128,172,136,251,127,127,127,127,120,162
129,127,128,128,127,128,128,129,172,136,251,127,127,127,127,120,162
129,127,128,128,127,128,128,129,172,136,251,127,127,127,127,120,162
129,127,128,128,127,128,128,129,172,136,251,127,127,127,127,120,162
129,127,128,128,127,128,128,129,172,136,251,127,127,127,127,120,162
129,127,128,128,127,128,128,129,172,136,251,127,127,127,127,120,162
129,127,128,128,127,128,128,129,172,136,251,127,127,127,127,120,162
129,127,128,127,127,128,128,129,172,136,251,127,127,127,127,120,162
128,127,128,127,127,128,127,128,172,136,251,127,127,127,127,120,162
128,127,128,127,127,128,128,129,172,136,251,127,127,127,127,120,162
128,127,128,128,127,128,128,129,172,136,251,127,127,127,127,120,162
128,128,127,127,127,127,129,129,172,136,251,127,127,127,127,120,162
129,128,127,127,127,127,129,130,172,136,251,127,127,127,127,120,162
129,128,127,127,127,127,129,130,172,136,251,127,127,127,127,120,162
129,128,127,127,127,127,129,130,172,136,251,127,127,127,127,120,162
129,128,127,127,127,127,129,130,172,136,251,127,127,127,127,120,162
129,128,128,127,127,127,129,130,172,136,251,127,127,127,127,120,162
127,127,127,127,127,128,128,129,172,136,251,127,127,127,127,120,162
127,127,127,127,127,128,129,129,172,136,251,127,127,127,127,120,162
128,128,127,127,127,128,129,129,172,136,251,127,127,127,127,120,162
128,128,127,127,127,127,129,129,172,136,251,127,127,127,127,120,162
128,128,128,127,127,127,129,129,172,136,251,127,127,127,127,120,162
128,128,128,127,127,127,128,129,172,136,251,127,127,127,127,120,162
128,128,128,127,127,127,129,130,172,136,251,127,127,127,127,120,162
128,128,128,127,127,128,129,130,172,136,251,127,127,127,127,120,162
128,128,128,127,127,128,128,130,172,136,251,127,127,127,127,120,162
127,127,127,127,127,127,129,129,172,136,251,127,127,127,127,120,162
127,127,127,127,127,128,130,129,172,136,251,127,127,127,127,120,162
128,127,127,127,127,128,130,129,172,136,251,127,127,127,127,120,162
128,127,127,127,127,127,129,129,172,136,251,127,127,127,127,120,162
128,128,128,127,127,127,129,129,172,136,251,127,127,127,127,120,162
129,127,128,126,126,126,127,130,172,136,251,127,127,127,127,120,162
129,127,128,126,126,127,128,130,172,136,251,127,127,127,127,120,162
129,127,128,126,126,127,128,130,172,136,251,127,127,127,127,120,162
129,127,128,127,127,128,128,130,172,136,251,127,127,127,127,120,162
127,127,127,126,126,126,127,129,172,136,251,127,127,127,127,120,162
128,127,127,126,126,126,127,129,172,136,251,127,127,127,127,120,162
128,127,128,126,126,126,127,129,172,136,251,127,127,127,127,120,162
129,127,128,126,126,126,127,129,172,136,251,127,127,127,127,120,162
129,127,128,126,126,126,127,129,172,136,251,127,127,127,127,120,162
129,127,128,126,126,126,127,130,172,136,251,127,127,127,127,120,162
128,127,128,127,126,128,130,130,172,136,251,127,127,127,127,120,162
129,128,128,127,126,127,129,130,172,136,251,127,127,127,127,120,162
129,128,128,127,126,127,128,130,172,136,251,127,127,127,127,120,162
127,126,127,127,127,128,129,129,172,136,251,127,127,127,127,120,162
127,126,127,127,127,128,129,129,172,136,251,127,127,127,127,120,162
127,126,128,127,127,128,130,129,172,136,251,127,127,127,127,120,162
128,126,128,127,127,128,130,129,172,136,251,127,127,127,127,120,162
128,127,128,127,127,128,130,129,172,136,251,127,127,127,127,120,162
128,127,128,127,127,128,130,130,172,136,251,127,127,127,127,120,162
128,127,128,127,127,128,130,129,172,136,251,127,127,127,127,120,162
129,128,128,127,127,128,129,130,172,136,251,127,127,127,127,120,162
129,128,128,127,127,128,129,130,172,136,251,127,127,127,127,120,162
127,127,127,127,126,126,127,129,172,136,251,127,127,127,127,120,162
127,127,127,127,126,127,128,129,172,136,251,127,127,127,127,120,162
128,127,127,127,126,127,128,129,172,136,251,127,127,127,127,120,162
128,127,127,127,127,127,128,129,172,136,251,127,127,127,127,120,162
128,127,128,127,127,127,128,129,172,136,251,127,127,127,127,120,162
129,127,128,127,127,127,128,129,172,136,251,127,127,127,127,120,162
129,127,128,127,127,128,128,130,172,136,251,127,127,127,127,120,162
129,127,128,127,127,128,129,130,172,136,251,127,127,127,127,120,162
129,128,128,127,127,126,128,130,172,136,251,127,127,127,127,120,162
127,127,127,127,127,127,127,128,172,136,251,127,127,127,127,120,162
127,127,127,127,127,127,127,129,172,136,251,127,127,127,127,120,162
127,127,128,127,127,127,127,129,172,136,251,127,127,127,127,120,162
128,127,128,127,127,127,127,129,172,136,251,127,127,127,127,120,162
128,128,128,127,127,127,127,129,172,136,251,127,127,127,127,120,162
128,128,128,127,127,127,127,129,172,136,251,127,127,127,127,120,162
129,128,128,127,127,127,127,129,172,136,251,127,127,127,127,120,162
128,128,128,127,127,126,127,130,172,136,251,127,127,127,127,120,162
129,128,128,127,127,127,128,130,172,136,251,127,127,127,127,120,162
127,127,127,127,127,127,128,128,172,136,251,127,127,127,127,120,162
127,127,127,127,127,127,128,128,172,136,251,127,127,127,127,120,162
127,127,127,127,127,128,129,129,172,136,251,127,127,127,127,120,162
128,127,128,127,127,128,129,129,172,136,251,127,127,127,127,120,162
128,127,128,127,127,128,129,129,172,136,251,127,127,127,127,120,162
128,127,128,127,127,128,129,129,172,136,251,127,127,127,127,120,162
129,127,128,127,127,128,129,129,172,136,251,127,127,127,127,120,162
129,127,128,127,127,128,129,129,172,136,251,127,127,127,127,120,162
129,128,128,127,127,129,130,130,172,136,251,127,127,127,127,120,162
129,128,128,127,127,128,130,130,172,136,251,127,127,127,127,120,162
127,127,127,127,127,127,128,128,172,136,251,127,127,127,127,120,162
127,127,127,127,127,127,129,128,172,136,251,127,127,127,127,120,162
128,127,127,127,127,127,129,128,172,136,251,127,127,127,127,120,162
128,127,128,127,127,127,129,128,172,136,251,127,127,127,127,120,162
128,127,128,127,127,127,130,129,172,136,251,127,127,127,127,120,162
128,127,128,127,127,127,130,129,172,136,251,127,127,127,127,120,162
129,127,128,127,127,127,130,129,172,136,251,127,127,127,127,120,162
129,127,128,127,127,127,130,129,172,136,251,127,127,127,127,120,162
129,127,128,127,127,127,130,129,172,136,251,127,127,127,127,120,162
129,128,128,127,127,127,131,129,172,136,251,127,127,127,127,120,162
127,127,127,127,127,128,128,129,172,136,251,127,127,127,127,120,162
127,127,127,127,127,128,128,129,172,136,251,127,127,127,127,120,162
128,127,127,127,127,128,128,130,172,136,251,127,127,127,127,120,162
128,127,127,127,127,128,129,130,172,136,251,127,127,127,127,120,162
128,128,127,127,127,128,129,130,172,136,251,127,127,127,127,120,162
128,128,128,127,127,128,129,130,172,136,251,127,127,127,127,120,162
129,128,128,127,127,128,129,130,172,136,251,127,127,127,127,120,162
129,128,128,127,127,128,129,130,172,136,251,127,127,127,127,120,162
129,128,128,127,127,128,129,130,172,136,251,127,127,127,127,120,162
127,127,127,127,127,127,128,129,172,136,251,127,127,127,127,120,162
127,127,127,127,127,127,128,128,172,136,251,127,127,127,127,120,162
127,127,127,127,127,127,128,128,172,136,251,127,127,127,127,120,162
127,127,127,127,127,127,128,129,172,136,251,127,127,127,127,120,162
127,127,127,127,127,127,129,129,172,136,251,127,127,127,127,120,162
128,127,128,127,127,127,128,129,172,136,251,127,127,127,127,120,162
128,128,128,127,127,127,128,129,172,136,251,127,127,127,127,120,162
