emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,angle_pitch,angle_roll,angle_yaw
127,128,128,127,127,128,127,129,209,172,247,127,127,127,116,125,69
127,128,128,127,127,128,127,128,209,172,247,127,127,127,116,125,69
127,128,128,127,127,128,127,128,209,172,247,127,127,127,116,125,69
127,128,127,127,127,128,126,128,209,172,247,127,127,127,116,125,69
126,128,127,127,127,128,126,127,209,172,247,127,127,127,116,125,69
126,128,127,126,127,128,126,127,209,172,247,127,127,127,116,125,69
126,128,127,126,127,128,125,127,209,172,247,127,127,127,116,125,69
126,125,126,127,127,127,127,130,209,172,247,127,127,127,116,125,69
126,126,127,127,127,128,128,129,209,172,247,127,127,127,116,125,69
126,126,127,127,127,127,128,129,209,172,247,127,127,127,116,125,69
126,126,127,127,127,127,128,129,209,172,247,127,127,127,116,125,69
126,126,127,127,127,127,128,129,209,172,247,127,127,127,116,125,69
126,125,127,127,127,127,128,129,209,172,247,127,127,127,116,125,69
126,125,126,127,127,128,127,129,209,172,247,127,127,127,116,125,69
126,125,126,127,127,128,127,130,209,172,247,127,127,127,116,125,69
126,125,126,127,127,127,127,130,209,172,247,127,127,127,116,125,69
126,125,126,127,127,127,127,130,209,172,247,127,127,127,116,125,69
126,127,127,126,127,127,125,126,209,172,247,127,127,127,116,125,69
126,127,127,126,127,127,125,126,209,172,247,127,127,127,116,125,69
126,127,126,126,127,127,125,126,209,172,247,127,127,127,116,125,69
126,126,126,126,127,127,125,126,209,172,247,127,127,127,116,125,69
126,127,126,126,127,127,125,126,209,172,247,127,127,127,116,125,69
126,126,126,126,127,127,125,126,209,172,247,127,127,127,116,125,69
127,126,126,126,127,127,125,126,209,172,247,127,127,127,116,125,69
127,126,126,126,127,127,125,126,209,172,247,127,127,127,116,125,69
127,126,126,126,127,127,125,126,209,172,247,127,127,127,116,125,69
127,126,126,126,127,127,125,127,209,172,247,127,127,127,116,125,69
127,126,126,125,126,128,130,131,209,172,247,127,127,127,116,125,69
127,126,126,125,126,128,130,131,209,172,247,127,127,127,116,125,69
127,126,126,125,126,128,130,130,209,172,247,127,127,127,116,125,69
127,126,126,125,126,128,130,130,209,172,247,127,127,127,116,125,69
127,125,126,125,126,128,130,130,209,172,247,127,127,127,116,125,69
127,125,126,125,126,128,129,129,209,172,247,127,127,127,116,125,69
127,125,126,125,126,128,129,129,209,172,247,127,127,127,116,125,69
127,125,126,125,126,128,128,128,209,172,247,127,127,127,116,125,69
127,125,126,125,126,127,127,128,209,172,247,127,127,127,116,125,69
127,126,126,125,126,128,130,131,209,172,247,127,127,127,116,125,69
128,128,127,126,127,128,131,131,209,172,247,127,127,127,116,125,69
128,128,127,126,127,128,130,131,209,172,247,127,127,127,116,125,69
127,128,127,126,127,128,130,130,209,172,247,127,127,127,116,125,69
127,127,127,126,127,128,129,130,209,172,247,127,127,127,116,125,69
127,127,127,126,127,128,129,130,209,172,247,127,127,127,116,125,69
127,127,127,126,127,128,128,129,209,172,247,127,127,127,116,125,69
127,127,127,127,127,127,128,129,209,172,247,127,127,127,116,125,69
127,127,127,127,127,127,127,129,209,172,247,127,127,127,116,125,69
129,129,128,127,127,129,132,132,209,172,247,127,127,127,116,125,69
129,129,128,127,127,128,131,132,209,172,247,127,127,127,116,125,69
127,127,127,126,127,127,126,129,209,172,247,127,127,127,116,125,69
127,127,127,126,127,127,126,129,209,172,247,127,127,127,116,125,69
127,127,127,126,127,127,126,129,209,172,247,127,127,127,116,125,69
127,127,127,126,127,127,127,129,209,172,247,127,127,127,116,125,69
127,127,127,126,127,127,127,130,209,172,247,127,127,127,116,125,69
127,127,127,126,127,127,127,130,209,172,247,127,127,127,116,125,69
127,127,127,126,127,128,127,130,209,172,247,127,127,127,116,125,69
126,127,127,127,127,127,126,128,209,172,247,127,127,127,116,125,69
127,126,127,126,127,127,126,128,209,172,247,127,127,127,116,125,69
127,127,127,126,127,127,126,128,209,172,247,127,127,127,116,125,69
126,125,125,125,125,126,125,126,208,172,247,127,127,127,116,125,69
126,125,126,125,125,126,125,126,208,172,247,127,127,127,116,125,69
126,125,126,125,125,126,125,126,208,172,247,127,127,127,116,125,69
126,125,125,125,125,126,125,126,208,172,247,127,127,127,116,125,69
125,125,125,125,125,126,125,126,208,172,247,127,127,127,116,125,69
125,124,125,125,126,126,125,126,208,172,247,127,127,127,116,125,69
127,126,126,125,125,126,125,126,208,172,247,127,127,127,116,125,69
127,126,126,125,125,126,125,126,208,172,247,127,127,127,116,125,69
126,126,126,125,125,126,125,126,208,172,247,127,127,127,116,125,69
126,126,126,125,125,126,125,126,208,172,247,127,127,127,116,125,69
127,127,127,127,126,127,128,130,208,172,247,127,127,127,116,125,69
127,127,127,127,126,127,128,130,208,172,247,127,127,127,116,125,69
127,127,127,127,126,127,128,130,208,172,247,127,127,127,116,125,69
127,127,127,127,126,127,128,130,208,172,247,127,127,127,116,125,69
127,126,127,127,126,127,128,130,208,172,247,127,127,127,116,125,69
127,126,127,127,126,127,128,130,208,172,247,127,127,127,116,125,69
127,128,128,127,126,127,128,129,208,172,247,127,127,127,116,125,69
127,128,128,127,126,127,128,130,208,172,247,127,127,127,116,125,69
127,127,128,127,126,127,128,130,208,172,247,127,127,127,116,125,69
127,127,127,127,126,127,128,130,208,172,247,127,127,127,116,125,69
126,126,126,126,126,127,127,128,209,172,247,127,127,127,116,125,69
126,126,126,126,126,127,127,128,209,172,247,127,127,127,116,125,69
126,126,127,126,126,127,127,128,209,172,247,127,127,127,116,125,69
126,126,127,126,126,127,127,128,209,172,247,127,127,127,116,125,69
126,126,127,126,126,127,127,128,209,172,247,127,127,127,116,125,69
126,126,126,126,126,127,127,129,209,172,247,127,127,127,116,125,69
126,126,126,126,126,127,127,129,209,172,247,127,127,127,116,125,69
126,126,126,126,126,127,127,129,209,172,247,127,127,127,116,125,69
126,126,126,126,126,127,127,129,209,172,247,127,127,127,116,125,69
126,126,126,126,127,127,127,129,209,172,247,127,127,127,116,125,69
126,125,126,126,127,127,128,130,209,172,247,127,127,127,116,125,69
126,125,126,126,127,127,129,130,209,172,247,127,127,127,116,125,69
126,125,126,126,127,127,129,130,209,172,247,127,127,127,116,125,69
127,125,126,126,127,127,129,130,209,172,247,127,127,127,116,125,69
125,125,127,127,127,127,126,128,209,172,247,127,127,127,116,125,69
125,125,127,127,127,127,127,128,209,172,247,127,127,127,116,125,69
125,125,126,127,127,127,127,128,209,172,247,127,127,127,116,125,69
125,125,126,127,127,127,127,128,209,172,247,127,127,127,116,125,69
126,125,126,126,127,127,128,129,209,172,247,127,127,127,116,125,69
126,125,126,126,127,127,128,129,209,172,247,127,127,127,116,125,69
127,127,126,126,127,127,125,126,209,172,247,127,127,127,116,125,69
127,127,127,126,127,127,125,126,209,172,247,127,127,127,116,125,69
127,127,127,126,127,127,125,126,209,172,247,127,127,127,116,125,69
126,126,126,126,126,126,124,126,209,172,247,127,127,127,116,125,69
126,126,126,126,126,126,124,126,209,172,247,127,127,127,116,125,69
126,126,126,126,126,126,124,126,209,172,247,127,127,127,116,125,69
126,126,126,126,126,127,124,126,209,172,247,127,127,127,116,125,69
127,127,126,126,126,127,124,126,209,172,247,127,127,127,116,125,69
127,127,126,126,127,127,124,126,209,172,247,127,127,127,116,125,69
127,127,126,126,127,127,124,126,209,172,247,127,127,127,116,125,69
128,127,127,128,128,127,127,131,209,172,247,127,127,127,116,125,69
128,127,127,128,128,127,127,131,209,172,247,127,127,127,116,125,69
128,126,127,127,127,128,130,131,209,172,247,127,127,127,116,125,69
128,126,126,127,127,128,130,131,209,172,247,127,127,127,116,125,69
128,126,126,127,127,127,129,131,209,172,247,127,127,127,116,125,69
128,126,126,127,127,127,128,131,209,172,247,127,127,127,116,125,69
128,126,126,127,127,127,128,131,209,172,247,127,127,127,116,125,69
128,126,127,127,127,127,128,131,209,172,247,127,127,127,116,125,69
128,127,127,128,127,127,127,131,209,172,247,127,127,127,116,125,69
128,127,127,128,128,127,127,131,209,172,247,127,127,127,116,125,69
127,128,127,125,126,127,127,128,209,172,247,127,127,127,116,125,69
126,127,127,125,126,127,127,128,209,172,247,127,127,127,116,125,69
127,126,127,125,126,127,127,128,209,172,247,127,127,127,116,125,69
127,127,126,125,126,127,127,128,209,172,247,127,127,127,116,125,69
127,127,126,125,126,127,127,128,209,172,247,127,127,127,116,125,69
127,127,126,125,125,127,127,128,209,172,247,127,127,127,116,125,69
127,127,127,125,126,127,127,128,209,172,247,127,127,127,116,125,69
127,127,127,125,126,127,127,128,209,172,247,127,127,127,116,125,69
127,128,127,125,126,127,127,128,209,172,247,127,127,127,116,125,69
127,128,127,125,126,127,127,128,209,172,247,127,127,127,116,125,69
126,128,127,126,126,127,126,127,209,172,247,127,127,127,116,125,69
126,128,127,127,126,127,126,127,209,172,247,127,127,127,116,125,69
126,127,127,127,126,127,126,127,209,172,247,127,127,127,116,125,69
126,127,127,127,126,127,126,127,209,172,247,127,127,127,116,125,69
126,127,127,127,126,127,126,127,209,172,247,127,127,127,116,125,69
126,127,127,127,127,127,126,127,209,172,247,127,127,127,116,125,69
126,127,127,127,127,127,126,127,209,172,247,127,127,127,116,125,69
126,127,127,127,127,127,126,127,209,172,247,127,127,127,116,125,69
126,127,127,127,127,127,126,127,209,172,247,127,127,127,116,125,69
126,127,127,127,127,127,126,127,209,172,247,127,127,127,116,125,69
127,127,127,126,127,128,126,129,209,172,247,127,127,127,116,125,69
127,127,127,126,127,128,126,129,209,172,247,127,127,127,116,125,69
127,127,127,126,127,127,126,129,209,172,247,127,127,127,116,125,69
127,127,127,126,127,127,126,128,209,172,247,127,127,127,116,125,69
127,127,127,126,127,127,126,128,209,172,247,127,127,127,116,125,69
126,127,127,126,127,128,126,128,209,172,247,127,127,127,116,125,69
126,127,127,126,127,128,126,128,209,172,247,127,127,127,116,125,69
126,127,127,126,127,128,126,128,209,172,247,127,127,127,116,125,69
126,127,127,126,127,128,126,128,209,172,247,127,127,127,116,125,69
127,127,127,126,127,128,126,129,209,172,247,127,127,127,116,125,69
127,126,127,126,126,127,127,129,209,172,247,127,127,127,116,125,69
127,126,126,126,126,127,127,129,209,172,247,127,127,127,116,125,69
127,126,127,126,126,127,126,129,209,172,247,127,127,127,116,125,69
127,126,127,126,126,127,126,129,209,172,247,127,127,127,116,125,69
127,126,127,127,126,127,126,129,209,172,247,127,127,127,116,125,69
127,126,127,127,126,127,126,128,209,172,247,127,127,127,116,125,69
127,126,127,127,127,127,126,128,209,172,247,127,127,127,116,125,69
127,126,127,127,127,127,126,128,209,172,247,127,127,127,116,125,69
127,125,126,126,126,127,127,130,209,172,247,127,127,127,116,125,69
127,125,126,126,126,127,127,130,209,172,247,127,127,127,116,125,69
127,127,127,127,127,127,126,127,209,172,247,127,127,127,116,125,69
127,127,127,127,127,127,126,128,209,172,247,127,127,127,116,125,69
127,127,127,127,127,127,127,128,209,172,247,127,127,127,116,125,69
127,128,127,128,127,127,127,128,209,172,247,127,127,127,116,125,69
127,128,127,128,127,127,127,128,209,172,247,127,127,127,116,125,69
127,128,127,128,127,127,128,129,209,172,247,127,127,127,116,125,69
127,129,127,128,127,127,128,130,209,172,247,127,127,127,116,125,69
127,126,127,127,127,127,126,127,209,172,247,127,127,127,116,125,69
127,126,127,127,127,127,126,127,209,172,247,127,127,127,116,125,69
127,127,127,127,127,127,126,127,209,172,247,127,127,127,116,125,69
125,126,127,124,126,127,125,125,209,172,247,127,127,127,116,125,69
125,127,127,124,126,127,125,126,209,172,247,127,127,127,116,125,69
126,127,127,124,126,127,126,126,209,172,247,127,127,127,116,125,69
126,127,127,124,126,127,126,126,209,172,247,127,127,127,116,125,69
126,127,127,124,126,127,126,127,209,172,247,127,127,127,116,125,69
126,127,127,124,126,127,127,127,209,172,247,127,127,127,116,125,69
125,126,127,126,127,128,125,125,209,172,247,127,127,127,116,125,69
125,126,127,125,126,128,125,125,209,172,247,127,127,127,116,125,69
125,126,127,125,126,127,125,125,209,172,247,127,127,127,116,125,69
125,126,127,124,126,127,125,125,209,172,247,127,127,127,116,125,69
125,126,127,127,127,127,126,126,208,172,247,127,127,127,116,125,69
125,126,127,127,127,127,125,126,208,172,247,127,127,127,116,125,69
125,125,128,127,127,127,125,126,208,172,247,127,127,127,116,125,69
125,125,128,127,127,127,125,127,208,172,247,127,127,127,116,125,69
125,126,128,127,127,127,125,127,208,172,247,127,127,127,116,125,69
125,126,127,127,126,127,126,127,208,172,247,127,127,127,116,125,69
125,126,127,127,127,127,126,127,208,172,247,127,127,127,116,125,69
125,126,127,127,127,127,126,127,208,172,247,127,127,127,116,125,69
125,126,127,127,127,127,126,127,208,172,247,127,127,127,116,125,69
125,126,127,127,127,127,126,127,208,172,247,127,127,127,116,125,69
128,130,128,127,127,128,130,131,208,172,247,127,127,127,116,125,69
128,129,128,127,127,128,129,131,208,172,247,127,127,127,116,125,69
128,129,128,127,127,127,129,130,208,172,247,127,127,127,116,125,69
128,129,128,127,127,128,128,130,208,172,247,127,127,127,116,125,69
128,128,127,127,127,128,132,131,208,172,247,127,127,127,116,125,69
128,128,127,126,126,128,132,131,208,172,247,127,127,127,116,125,69
128,129,127,127,126,128,132,131,208,172,247,127,127,127,116,125,69
128,129,127,127,127,128,132,131,208,172,247,127,127,127,116,125,69
128,129,128,127,127,128,131,131,208,172,247,127,127,127,116,125,69
128,130,128,127,127,128,130,131,208,172,247,127,127,127,116,125,69
126,126,127,126,127,127,124,125,208,172,247,127,127,127,116,125,69
125,126,127,126,127,127,124,125,208,172,247,127,127,127,116,125,69
125,126,127,126,127,127,124,125,208,172,247,127,127,127,116,125,69
125,126,127,126,127,127,124,126,208,172,247,127,127,127,116,125,69
127,127,127,127,127,127,126,127,208,172,247,127,127,127,116,125,69
127,127,127,127,127,127,126,127,208,172,247,127,127,127,116,125,69
127,127,127,127,127,127,125,127,208,172,247,127,127,127,116,125,69
127,127,127,127,127,127,125,126,208,172,247,127,127,127,116,125,69
127,126,127,127,127,127,125,126,208,172,247,127,127,127,116,125,69
126,126,127,126,127,127,124,126,208,172,247,127,127,127,116,125,69
126,127,127,127,127,128,128,129,208,172,247,127,127,127,116,125,69
127,127,128,127,127,128,128,129,208,172,247,127,127,127,116,125,69
127,127,128,127,127,128,128,129,208,172,247,127,127,127,116,125,69
126,126,127,127,127,128,128,128,208,172,247,127,127,127,116,125,69
126,126,127,127,127,128,128,128,208,172,247,127,127,127,116,125,69
126,126,127,127,127,128,128,129,208,172,247,127,127,127,116,125,69
126,126,127,127,127,128,128,129,208,172,247,127,127,127,116,125,69
126,127,127,127,127,128,128,129,208,172,247,127,127,127,116,125,69
126,127,127,127,127,128,128,129,208,172,247,127,127,127,116,125,69
126,127,127,127,127,128,129,129,208,172,247,127,127,127,116,125,69
127,126,126,126,126,127,127,128,209,172,247,127,127,127,116,125,69
127,127,126,126,126,127,127,128,209,172,247,127,127,127,116,125,69
126,127,127,127,127,127,127,127,209,172,247,127,127,127,116,125,69
126,127,127,126,127,127,127,127,209,172,247,127,127,127,116,125,69
126,127,127,126,127,127,127,127,209,172,247,127,127,127,116,125,69
126,127,126,126,126,127,127,127,209,172,247,127,127,127,116,125,69
126,126,126,126,126,127,127,127,209,172,247,127,127,127,116,125,69
126,126,126,126,126,127,127,127,209,172,247,127,127,127,116,125,69
126,126,126,126,126,127,127,127,209,172,247,127,127,127,116,125,69
127,126,126,126,126,127,127,128,209,172,247,127,127,127,116,125,69
128,127,127,127,126,127,127,128,209,172,247,127,127,127,116,125,69
127,127,127,126,126,127,127,128,209,172,247,127,127,127,116,125,69
127,127,127,126,126,127,127,128,209,172,247,127,127,127,116,125,69
127,127,127,126,126,127,127,128,209,172,247,127,127,127,116,125,69
127,127,127,126,126,127,127,128,209,172,247,127,127,127,116,125,69
127,127,127,126,126,127,127,128,209,172,247,127,127,127,116,125,69
127,127,127,126,126,127,127,128,209,172,247,127,127,127,116,125,69
127,127,127,126,126,127,126,128,209,172,247,127,127,127,116,125,69
127,127,127,126,126,127,126,128,209,172,247,127,127,127,116,125,69
128,127,127,127,126,127,127,128,209,172,247,127,127,127,116,125,69
127,126,127,125,126,127,126,128,209,172,247,127,127,127,116,125,69
128,126,126,126,126,127,126,128,209,172,247,127,127,127,116,125,69
128,126,126,125,126,127,126,128,209,172,247,127,127,127,116,125,69
128,126,126,126,126,127,126,128,209,172,247,127,127,127,116,125,69
128,125,126,126,126,127,127,128,209,172,247,127,127,127,116,125,69
128,125,126,125,126,127,127,128,209,172,247,127,127,127,116,125,69
127,125,126,125,126,127,127,128,209,172,247,127,127,127,116,125,69
127,125,126,125,126,127,127,128,209,172,247,127,127,127,116,125,69
127,125,126,125,127,127,127,128,209,172,247,127,127,127,116,125,69
127,125,126,125,126,127,127,128,209,172,247,127,127,127,116,125,69
125,126,127,127,127,127,125,127,209,172,247,127,127,127,116,125,69
125,126,127,127,127,127,125,127,209,172,247,127,127,127,116,125,69
125,125,127,127,127,127,125,126,209,172,247,127,127,127,116,125,69
125,125,127,127,127,127,125,126,209,172,247,127,127,127,116,125,69
125,125,127,127,127,126,125,126,209,172,247,127,127,127,116,125,69
125,125,127,127,126,126,125,126,209,172,247,127,127,127,116,125,69
125,125,126,126,127,127,125,126,209,172,247,127,127,127,116,125,69
125,124,126,126,127,127,125,126,209,172,247,127,127,127,116,125,69
124,124,126,126,126,126,125,126,209,172,247,127,127,127,116,125,69
125,126,128,127,127,127,126,127,209,172,247,127,127,127,116,125,69
128,127,127,127,126,127,127,129,209,172,247,127,127,127,116,125,69
128,127,127,127,126,127,127,129,209,172,247,127,127,127,116,125,69
127,127,127,127,127,128,128,129,209,172,247,127,127,127,116,125,69
127,127,127,127,127,128,128,129,209,172,247,127,127,127,116,125,69
127,126,127,127,127,128,128,129,209,172,247,127,127,127,116,125,69
127,126,127,127,127,128,128,129,209,172,247,127,127,127,116,125,69
127,126,127,127,127,128,128,129,209,172,247,127,127,127,116,125,69
126,126,127,127,127,128,127,129,209,172,247,127,127,127,116,125,69
128,128,127,127,126,127,128,129,209,172,247,127,127,127,116,125,69
128,128,127,127,126,127,127,129,209,172,247,127,127,127,116,125,69
127,127,127,127,127,127,127,128,209,172,247,127,127,127,116,125,69
127,127,127,127,126,127,127,128,209,172,247,127,127,127,116,125,69
127,126,127,126,126,127,127,128,209,172,247,127,127,127,116,125,69
126,126,126,126,126,127,127,128,209,172,247,127,127,127,116,125,69
126,126,126,126,126,127,127,128,209,172,247,127,127,127,116,125,69
126,126,126,125,126,127,127,128,209,172,247,127,127,127,116,125,69
126,125,126,125,126,127,126,128,209,172,247,127,127,127,116,125,69
127,127,127,127,127,127,126,128,209,172,247,127,127,127,116,125,69
127,127,127,127,127,127,126,128,209,172,247,127,127,127,116,125,69
127,127,127,127,127,127,127,128,209,172,247,127,127,127,116,125,69
127,127,126,124,126,127,129,129,209,172,247,127,127,127,116,125,69
127,127,126,124,126,127,128,129,209,172,247,127,127,127,116,125,69
127,126,126,124,126,127,128,129,209,172,247,127,127,127,116,125,69
127,126,126,124,126,127,128,129,209,172,247,127,127,127,116,125,69
127,126,126,124,126,127,128,128,209,172,247,127,127,127,116,125,69
127,126,126,124,126,127,127,128,209,172,247,127,127,127,116,125,69
127,127,127,127,127,128,129,129,209,172,247,127,127,127,116,125,69
127,127,127,126,126,128,129,129,209,172,247,127,127,127,116,125,69
127,127,127,125,126,128,129,129,209,172,247,127,127,127,116,125,69
127,127,127,125,126,128,129,129,209,172,247,127,127,127,116,125,69
127,127,127,127,127,127,127,127,209,172,247,127,127,127,116,125,69
127,127,127,127,127,127,127,127,209,172,247,127,127,127,116,125,69
127,127,126,126,127,127,127,128,209,172,247,127,127,127,116,125,69
127,127,126,126,127,127,127,128,209,172,247,127,127,127,116,125,69
127,127,126,125,126,127,127,128,209,172,247,127,127,127,116,125,69
126,126,128,128,128,127,126,128,209,172,247,127,127,127,116,125,69
127,127,128,128,128,128,126,128,209,172,247,127,127,127,116,125,69
127,127,127,128,128,128,126,128,209,172,247,127,127,127,116,125,69
127,127,127,128,128,127,126,127,209,172,247,127,127,127,116,125,69
127,127,127,128,127,127,127,127,209,172,247,127,127,127,116,125,69
126,126,127,126,126,126,127,126,209,172,247,127,127,127,116,125,69
126,126,127,126,126,126,126,126,209,172,247,127,127,127,116,125,69
126,126,127,126,126,126,126,127,209,172,247,127,127,127,116,125,69
126,126,126,126,126,126,126,126,209,172,247,127,127,127,116,125,69
126,126,127,126,126,127,126,126,209,172,247,127,127,127,116,125,69
126,126,127,126,126,126,126,126,209,172,247,127,127,127,116,125,69
126,126,127,126,126,127,127,126,209,172,247,127,127,127,116,125,69
126,126,127,126,126,127,127,126,209,172,247,127,127,127,116,125,69
126,126,127,126,126,127,127,126,209,172,247,127,127,127,116,125,69
126,126,127,126,126,127,127,127,209,172,247,127,127,127,116,125,69
125,126,127,126,127,127,126,127,209,172,247,127,127,127,116,125,69
125,126,127,126,127,127,126,127,209,172,247,127,127,127,116,125,69
125,126,127,126,127,127,125,127,209,172,247,127,127,127,116,125,69
126,127,127,126,126,127,126,128,209,172,247,127,127,127,116,125,69
126,127,127,126,126,127,126,128,209,172,247,127,127,127,116,125,69
126,127,127,126,126,127,126,128,209,172,247,127,127,127,116,125,69
126,127,127,126,126,127,126,128,209,172,247,127,127,127,116,125,69
126,126,127,126,126,127,126,128,209,172,247,127,127,127,116,125,69
125,126,127,126,126,127,126,128,209,172,247,127,127,127,116,125,69
125,126,127,126,126,127,126,128,209,172,247,127,127,127,116,125,69
126,127,127,126,127,127,127,128,209,172,247,127,127,127,116,125,69
126,127,127,126,127,127,126,128,209,172,247,127,127,127,116,125,69
126,126,127,127,127,128,128,129,209,172,247,127,127,127,116,125,69
126,127,127,127,127,128,128,129,209,172,247,127,127,127,116,125,69
126,127,127,127,127,128,127,129,209,172,247,127,127,127,116,125,69
126,127,127,127,127,128,127,129,209,172,247,127,127,127,116,125,69
126,127,127,127,127,128,127,129,209,172,247,127,127,127,116,125,69
126,127,127,127,127,127,127,129,209,172,247,127,127,127,116,125,69
126,127,127,127,127,127,127,129,209,172,247,127,127,127,116,125,69
126,127,127,126,127,127,127,128,209,172,247,127,127,127,116,125,69
128,127,127,127,127,127,129,131,209,172,247,127,127,127,116,125,69
128,127,127,127,127,127,129,131,209,172,247,127,127,127,116,125,69
128,127,127,127,127,128,129,131,209,172,247,127,127,127,116,125,69
128,127,127,127,127,128,129,131,209,172,247,127,127,127,116,125,69
128,127,127,127,127,128,129,132,209,172,247,127,127,127,116,125,69
128,127,127,127,127,128,129,132,209,172,247,127,127,127,116,125,69
